user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
1600,104,2,90570.79999999999,2,3,5,235,At Risk
1601,123,1,6592.0,1,1,2,112,At Risk
1602,59,2,12095.8,3,3,3,333,Others
1606,161,2,13867.2,1,3,3,133,At Risk
1607,94,3,28324.2,2,4,4,244,Loyal
1608,114,1,5364.35,1,1,2,112,At Risk
1609,40,2,12077.7,4,3,3,433,Potential Loyalist
1611,107,2,7586.3,2,3,2,232,At Risk
1615,103,1,404.1,2,1,1,211,At Risk
1617,6,4,33919.6,5,5,4,554,Champions
1618,60,2,27387.15,3,3,4,334,Others
1619,32,1,67422.0,4,1,4,414,Potential Loyalist
1620,27,7,195979.9,4,5,5,455,Loyal
1621,104,2,7669.8,2,3,2,232,At Risk
1622,59,3,26635.899999999998,3,4,4,344,Loyal
1623,159,1,3852.0,1,1,2,112,At Risk
1624,4,3,24760.05,5,4,4,544,Loyal
1625,72,1,6245.3,3,1,2,312,Others
1628,98,1,11280.3,2,1,3,213,At Risk
1630,8,3,8537.75,5,4,2,542,Loyal
1631,108,1,999.6,1,1,1,111,At Risk
1632,149,1,65036.0,1,1,4,114,At Risk
1638,6,2,11128.3,5,3,3,533,Potential Loyalist
1640,57,2,30306.4,3,3,4,334,Others
1641,46,1,160987.0,4,1,5,415,Potential Loyalist
1642,46,4,18294.55,4,5,3,453,Loyal
1643,82,1,9523.2,3,1,2,312,Others
1644,24,5,16699.75,4,5,3,453,Loyal
1645,148,2,61098.200000000004,1,3,4,134,At Risk
1646,7,1,5375.1,5,1,2,512,Potential Loyalist
1647,37,5,156103.95,4,5,5,455,Loyal
1648,64,1,1288.8,3,1,1,311,Others
1650,12,6,33625.85,5,5,4,554,Champions
1652,13,5,155657.45,5,5,5,555,Champions
1654,33,2,14756.0,4,3,3,433,Potential Loyalist
1656,54,2,4260.1,3,3,2,332,Others
1657,26,3,67350.6,4,4,4,444,Loyal
1658,105,1,1083.75,2,1,1,211,At Risk
1659,117,2,17614.5,1,3,3,133,At Risk
1660,48,2,17878.7,4,3,3,433,Potential Loyalist
1661,105,2,151901.2,2,3,5,235,At Risk
1662,51,1,3519.0,3,1,1,311,Others
1663,2,3,17363.15,5,4,3,543,Loyal
1664,33,4,180486.55000000002,4,5,5,455,Loyal
1665,107,1,291.0,2,1,1,211,At Risk
1666,14,2,100034.84999999999,5,3,5,535,Potential Loyalist
1667,169,1,2385.6,1,1,1,111,At Risk
1668,7,3,13333.85,5,4,3,543,Loyal
1669,19,1,2924.0,5,1,1,511,Potential Loyalist
1670,135,3,26187.3,1,4,4,144,Loyal
1673,106,1,739.5,2,1,1,211,At Risk
1674,106,1,64376.0,2,1,4,214,At Risk
1675,17,5,30268.85,5,5,4,554,Champions
1677,41,1,102462.0,4,1,5,415,Potential Loyalist
1678,173,1,4199.0,1,1,2,112,At Risk
1679,77,3,17823.8,3,4,3,343,Loyal
1680,7,8,35822.75,5,5,4,554,Champions
1681,102,2,63715.899999999994,2,3,4,234,At Risk
1682,109,3,64503.9,1,4,4,144,Loyal
1684,74,1,2493.75,3,1,1,311,Others
1686,103,3,135943.95,2,4,5,245,Loyal
1688,3,4,22074.0,5,5,3,553,Loyal
1691,25,1,273489.0,4,1,5,415,Potential Loyalist
1692,53,1,5346.0,3,1,2,312,Others
1693,104,3,20361.45,2,4,3,243,Loyal
1694,150,1,71550.0,1,1,4,114,At Risk
1695,103,3,8792.95,2,4,2,242,Loyal
1696,67,2,153788.4,3,3,5,335,Others
1697,175,1,5280.1,1,1,2,112,At Risk
1698,19,3,132000.0,5,4,5,545,Champions
1703,3,2,5255.2,5,3,2,532,Potential Loyalist
1704,30,10,300613.0,4,5,5,455,Loyal
1705,24,1,6332.8,4,1,2,412,Potential Loyalist
1706,14,3,12894.15,5,4,3,543,Loyal
1708,29,4,34117.6,4,5,4,454,Loyal
1709,37,5,36124.8,4,5,4,454,Loyal
1710,51,3,18065.3,3,4,3,343,Loyal
1713,140,1,4377.6,1,1,2,112,At Risk
1714,96,4,7513.1,2,5,2,252,Loyal
1716,18,2,4913.9,5,3,2,532,Potential Loyalist
1717,104,2,5829.6,2,3,2,232,At Risk
1719,48,2,7494.4,4,3,2,432,Potential Loyalist
1721,38,2,66735.0,4,3,4,434,Potential Loyalist
1723,100,1,34561.95,2,1,4,214,At Risk
1724,5,3,10962.95,5,4,3,543,Loyal
1726,15,1,3974.0,5,1,2,512,Potential Loyalist
1727,152,1,782.1,1,1,1,111,At Risk
1728,10,3,290977.35,5,4,5,545,Champions
1729,17,4,44754.35,5,5,4,554,Champions
1730,114,2,2334.6,1,3,1,131,At Risk
1731,35,1,28606.4,4,1,4,414,Potential Loyalist
1732,20,2,11401.35,5,3,3,533,Potential Loyalist
1733,55,2,1163.45,3,3,1,331,Others
1734,155,1,20718.0,1,1,3,113,At Risk
1736,26,1,10812.0,4,1,3,413,Potential Loyalist
1737,55,2,8061.9,3,3,2,332,Others
1738,33,2,9629.1,4,3,2,432,Potential Loyalist
1739,2,1,35829.0,5,1,4,514,Potential Loyalist
1741,19,1,11801.85,5,1,3,513,Potential Loyalist
1745,28,4,73973.5,4,5,4,454,Loyal
1750,89,1,2207.7,2,1,1,211,At Risk
1751,91,1,70550.0,2,1,4,214,At Risk
1754,39,3,8733.9,4,4,2,442,Loyal
1755,102,1,29775.6,2,1,4,214,At Risk
1757,104,3,21396.8,2,4,3,243,Loyal
1758,35,1,3364.0,4,1,1,411,Potential Loyalist
1760,32,1,11464.8,4,1,3,413,Potential Loyalist
1761,22,8,124610.4,5,5,5,555,Champions
1762,6,2,1268.45,5,3,1,531,Potential Loyalist
1763,35,6,24988.2,4,5,4,454,Loyal
1764,68,3,8992.0,3,4,2,342,Loyal
1765,59,1,5246.85,3,1,2,312,Others
1766,4,3,9556.2,5,4,2,542,Loyal
1769,122,1,2432.0,1,1,1,111,At Risk
1771,129,1,10864.8,1,1,3,113,At Risk
1772,16,3,14599.2,5,4,3,543,Loyal
1774,4,1,43830.0,5,1,4,514,Potential Loyalist
1777,54,1,4740.45,3,1,2,312,Others
1778,143,1,3301.2,1,1,1,111,At Risk
1779,28,8,274972.3,4,5,5,455,Loyal
1781,100,2,137675.4,2,3,5,235,At Risk
1783,120,1,95587.1,1,1,5,115,At Risk
1784,51,5,69743.9,3,5,4,354,Loyal
1786,123,1,4341.6,1,1,2,112,At Risk
1787,151,2,27886.2,1,3,4,134,At Risk
1788,105,1,4944.0,2,1,2,212,At Risk
1789,58,2,107716.0,3,3,5,335,Others
1792,138,1,6411.0,1,1,2,112,At Risk
1793,31,1,106438.4,4,1,5,415,Potential Loyalist
1795,47,1,19636.2,4,1,3,413,Potential Loyalist
1796,171,1,220.4,1,1,1,111,At Risk
1797,83,1,357.0,3,1,1,311,Others
1799,31,3,220385.6,4,4,5,445,Loyal
1801,54,1,225.9,3,1,1,311,Others
1803,23,4,214834.85,4,5,5,455,Loyal
1805,45,3,17622.9,4,4,3,443,Loyal
1806,132,1,58061.8,1,1,4,114,At Risk
1807,40,2,22088.2,4,3,3,433,Potential Loyalist
1808,67,1,50290.25,3,1,4,314,Others
1810,19,2,15866.85,5,3,3,533,Potential Loyalist
1811,22,4,63468.7,5,5,4,554,Champions
1812,51,2,51072.5,3,3,4,334,Others
1814,109,2,49109.3,1,3,4,134,At Risk
1815,104,1,5510.4,2,1,2,212,At Risk
1816,169,1,3422.0,1,1,1,111,At Risk
1817,84,2,20008.85,3,3,3,333,Others
1819,104,1,1350.9,2,1,1,211,At Risk
1820,170,1,591.6,1,1,1,111,At Risk
1823,49,3,13723.4,4,4,3,443,Loyal
1824,69,1,9151.95,3,1,2,312,Others
1826,61,1,2637.6,3,1,1,311,Others
1827,2,5,241126.35,5,5,5,555,Champions
1828,23,1,3746.8,4,1,2,412,Potential Loyalist
1829,103,3,20946.8,2,4,3,243,Loyal
1830,171,3,148655.15,1,4,5,145,Loyal
1836,1,1,4389.4,5,1,2,512,Potential Loyalist
1838,11,6,19557.55,5,5,3,553,Loyal
1840,103,1,192443.4,2,1,5,215,At Risk
1841,34,3,16811.05,4,4,3,443,Loyal
1842,33,1,3996.0,4,1,2,412,Potential Loyalist
1843,44,2,3394.2,4,3,1,431,Potential Loyalist
1844,83,1,3213.6,3,1,1,311,Others
1845,69,1,1482.0,3,1,1,311,Others
1848,27,3,73806.9,4,4,4,444,Loyal
1849,105,1,1105.2,2,1,1,211,At Risk
1851,4,1,7740.0,5,1,2,512,Potential Loyalist
1852,136,1,83864.1,1,1,5,115,At Risk
1854,57,5,206570.44999999998,3,5,5,355,Loyal
1855,19,2,52968.0,5,3,4,534,Potential Loyalist
1857,61,5,567550.7,3,5,5,355,Loyal
1858,37,3,371369.1,4,4,5,445,Loyal
1859,80,2,2535.9,3,3,1,331,Others
1860,37,2,130446.4,4,3,5,435,Potential Loyalist
1861,139,1,913.75,1,1,1,111,At Risk
1862,24,3,36734.3,4,4,4,444,Loyal
1864,2,4,74976.34999999999,5,5,4,554,Champions
1865,20,2,61632.9,5,3,4,534,Potential Loyalist
1867,48,2,81240.0,4,3,5,435,Potential Loyalist
1868,174,1,3076.8,1,1,1,111,At Risk
1869,105,1,1967.2,2,1,1,211,At Risk
1870,102,2,5469.6,2,3,2,232,At Risk
1871,169,1,40475.7,1,1,4,114,At Risk
1873,106,1,5523.0,2,1,2,212,At Risk
1874,131,1,143335.05,1,1,5,115,At Risk
1875,30,4,25351.6,4,5,4,454,Loyal
1876,75,2,10861.5,3,3,3,333,Others
1877,99,1,17442.0,2,1,3,213,At Risk
1879,103,1,1547.0,2,1,1,211,At Risk
1880,46,1,1878.4,4,1,1,411,Potential Loyalist
1884,155,1,8767.8,1,1,2,112,At Risk
1885,129,1,6537.9,1,1,2,112,At Risk
1886,46,1,1644.0,4,1,1,411,Potential Loyalist
1887,47,7,42628.35,4,5,4,454,Loyal
1888,87,1,1827.2,2,1,1,211,At Risk
1889,29,4,33117.25,4,5,4,454,Loyal
1890,96,3,27161.399999999998,2,4,4,244,Loyal
1893,93,2,64206.299999999996,2,3,4,234,At Risk
1895,107,3,18087.15,2,4,3,243,Loyal
1896,122,1,13608.0,1,1,3,113,At Risk
1899,65,1,7948.8,3,1,2,312,Others
1903,85,3,30315.800000000003,3,4,4,344,Loyal
1904,10,6,65616.0,5,5,4,554,Champions
1906,48,2,73821.3,4,3,4,434,Potential Loyalist
1907,9,1,28557.9,5,1,4,514,Potential Loyalist
1910,65,2,13284.05,3,3,3,333,Others
1912,38,1,7044.0,4,1,2,412,Potential Loyalist
1913,20,3,4869.0,5,4,2,542,Loyal
1914,113,1,9519.3,1,1,2,112,At Risk
1916,107,1,6919.0,2,1,2,212,At Risk
1917,45,6,92378.59999999999,4,5,5,455,Loyal
1918,73,3,13507.95,3,4,3,343,Loyal
1919,59,7,111724.95,3,5,5,355,Loyal
1921,27,3,295067.45,4,4,5,445,Loyal
1923,33,1,2798.7,4,1,1,411,Potential Loyalist
1924,5,7,20186.05,5,5,3,553,Loyal
1925,171,1,3910.0,1,1,2,112,At Risk
1926,28,2,15932.85,4,3,3,433,Potential Loyalist
1927,63,1,11307.0,3,1,3,313,Others
1930,57,2,74137.2,3,3,4,334,Others
1931,84,2,45062.55,3,3,4,334,Others
1932,50,7,195501.7,3,5,5,355,Loyal
1933,105,2,5859.4,2,3,2,232,At Risk
1934,105,1,549.0,2,1,1,211,At Risk
1935,101,1,7686.0,2,1,2,212,At Risk
1937,28,5,97530.1,4,5,5,455,Loyal
1938,50,4,9059.800000000001,3,5,2,352,Loyal
1942,2,2,6724.0,5,3,2,532,Potential Loyalist
1943,3,2,7307.6,5,3,2,532,Potential Loyalist
1944,101,1,7743.0,2,1,2,212,At Risk
1945,12,2,25379.6,5,3,4,534,Potential Loyalist
1946,36,2,20809.25,4,3,3,433,Potential Loyalist
1947,112,1,958.0,1,1,1,111,At Risk
1950,84,3,15733.6,3,4,3,343,Loyal
1951,159,1,1518.1,1,1,1,111,At Risk
1953,161,1,15840.3,1,1,3,113,At Risk
1954,143,2,14266.1,1,3,3,133,At Risk
1956,21,1,1333.8,5,1,1,511,Potential Loyalist
1957,6,5,17252.3,5,5,3,553,Loyal
1959,94,1,3929.6,2,1,2,212,At Risk
1960,71,2,4424.25,3,3,2,332,Others
1962,88,2,69027.79999999999,2,3,4,234,At Risk
1963,107,1,4902.0,2,1,2,212,At Risk
1964,61,2,6332.0,3,3,2,332,Others
1965,57,1,6777.0,3,1,2,312,Others
1966,138,1,26298.0,1,1,4,114,At Risk
1967,68,7,237663.25,3,5,5,355,Loyal
1968,106,2,3435.2,2,3,1,231,At Risk
1970,106,2,106269.29999999999,2,3,5,235,At Risk
1971,19,1,711.55,5,1,1,511,Potential Loyalist
1973,13,10,452562.44999999995,5,5,5,555,Champions
1974,55,2,219381.6,3,3,5,335,Others
1975,82,1,12476.0,3,1,3,313,Others
1977,29,1,3961.6,4,1,2,412,Potential Loyalist
1978,139,1,5530.0,1,1,2,112,At Risk
1979,45,1,12139.7,4,1,3,413,Potential Loyalist
1982,12,3,5798.9,5,4,2,542,Loyal
1983,34,2,3943.6,4,3,2,432,Potential Loyalist
1984,67,2,14541.5,3,3,3,333,Others
1985,44,2,223367.25,4,3,5,435,Potential Loyalist
1986,141,2,9113.4,1,3,2,132,At Risk
1987,107,1,4043.2,2,1,2,212,At Risk
1988,42,4,185268.44999999998,4,5,5,455,Loyal
1989,64,1,885.6,3,1,1,311,Others
1991,155,3,22649.1,1,4,3,143,Loyal
1992,12,6,115025.35,5,5,5,555,Champions
1995,20,3,77558.4,5,4,5,545,Champions
1997,103,2,7491.049999999999,2,3,2,232,At Risk
2000,11,1,9354.65,5,1,2,512,Potential Loyalist
2001,136,1,16953.6,1,1,3,113,At Risk
2002,103,2,15506.4,2,3,3,233,At Risk
2003,141,1,3254.65,1,1,1,111,At Risk
2005,5,6,56349.75,5,5,4,554,Champions
2006,49,2,8102.25,4,3,2,432,Potential Loyalist
2008,104,1,7658.0,2,1,2,212,At Risk
2009,133,1,105021.0,1,1,5,115,At Risk
2010,88,1,1077.0,2,1,1,211,At Risk
2011,106,2,216825.6,2,3,5,235,At Risk
2013,52,4,78965.75,3,5,5,355,Loyal
2014,11,3,215530.30000000002,5,4,5,545,Champions
2015,135,1,399.6,1,1,1,111,At Risk
2016,27,2,43646.65,4,3,4,434,Potential Loyalist
2017,138,1,1112.0,1,1,1,111,At Risk
2018,72,3,19494.0,3,4,3,343,Loyal
2019,100,2,27206.0,2,3,4,234,At Risk
2022,33,1,146430.0,4,1,5,415,Potential Loyalist
2023,133,1,9221.0,1,1,2,112,At Risk
2025,19,1,5602.0,5,1,2,512,Potential Loyalist
2028,71,7,67101.0,3,5,4,354,Loyal
2029,81,1,6400.8,3,1,2,312,Others
2030,120,1,408.8,1,1,1,111,At Risk
2031,150,1,25092.0,1,1,4,114,At Risk
2034,39,1,2958.0,4,1,1,411,Potential Loyalist
2035,103,2,13207.05,2,3,3,233,At Risk
2036,83,1,13946.4,3,1,3,313,Others
2037,165,1,6856.1,1,1,2,112,At Risk
2038,5,1,23041.3,5,1,4,514,Potential Loyalist
2040,18,6,185403.7,5,5,5,555,Champions
2041,102,1,251.0,2,1,1,211,At Risk
2042,2,10,124246.7,5,5,5,555,Champions
2045,126,2,5351.1,1,3,2,132,At Risk
2046,32,2,28408.8,4,3,4,434,Potential Loyalist
2047,103,2,19283.4,2,3,3,233,At Risk
2048,127,2,77186.3,1,3,5,135,At Risk
2049,64,3,97139.8,3,4,5,345,Loyal
2050,64,3,108588.6,3,4,5,345,Loyal
2051,88,1,8283.6,2,1,2,212,At Risk
2052,133,1,1055.7,1,1,1,111,At Risk
2053,80,2,66187.0,3,3,4,334,Others
2055,103,1,177651.9,2,1,5,215,At Risk
2056,107,2,35829.7,2,3,4,234,At Risk
2057,152,1,9344.2,1,1,2,112,At Risk
2058,106,2,21977.7,2,3,3,233,At Risk
2060,126,2,102194.4,1,3,5,135,At Risk
2061,166,1,1771.2,1,1,1,111,At Risk
2062,42,6,82458.25,4,5,5,455,Loyal
2063,43,4,305325.30000000005,4,5,5,455,Loyal
2064,1,1,3677.4,5,1,1,511,Potential Loyalist
2065,9,2,20252.4,5,3,3,533,Potential Loyalist
2073,57,3,16154.2,3,4,3,343,Loyal
2074,54,3,191598.94999999998,3,4,5,345,Loyal
2075,145,1,4056.0,1,1,2,112,At Risk
2076,24,1,1175.4,4,1,1,411,Potential Loyalist
2077,139,1,4043.2,1,1,2,112,At Risk
2078,11,8,287170.5,5,5,5,555,Champions
2079,105,1,2485.2,2,1,1,211,At Risk
2080,22,1,27023.7,5,1,4,514,Potential Loyalist
2081,12,6,32038.15,5,5,4,554,Champions
2082,26,2,10467.5,4,3,3,433,Potential Loyalist
2083,66,2,4787.4,3,3,2,332,Others
2084,124,1,1034.1,1,1,1,111,At Risk
2085,74,1,19556.7,3,1,3,313,Others
2086,69,1,12760.0,3,1,3,313,Others
2087,79,1,1766.05,3,1,1,311,Others
2088,56,4,190862.2,3,5,5,355,Loyal
2089,161,1,2626.75,1,1,1,111,At Risk
2090,162,1,1812.0,1,1,1,111,At Risk
2091,90,2,8620.6,2,3,2,232,At Risk
2092,123,1,3132.15,1,1,1,111,At Risk
2093,48,1,87201.9,4,1,5,415,Potential Loyalist
2094,137,1,9237.8,1,1,2,112,At Risk
2095,24,1,1140.8,4,1,1,411,Potential Loyalist
2096,13,1,12525.6,5,1,3,513,Potential Loyalist
2097,19,4,303629.4,5,5,5,555,Champions
2098,99,2,6584.200000000001,2,3,2,232,At Risk
2099,175,2,13346.7,1,3,3,133,At Risk
2102,112,1,8287.8,1,1,2,112,At Risk
2103,31,1,7882.05,4,1,2,412,Potential Loyalist
2104,20,3,53007.3,5,4,4,544,Loyal
2105,15,2,2551.6,5,3,1,531,Potential Loyalist
2106,106,3,32794.299999999996,2,4,4,244,Loyal
2107,23,7,26135.35,4,5,4,454,Loyal
2108,99,1,986.0,2,1,1,211,At Risk
2109,139,1,5076.8,1,1,2,112,At Risk
2114,59,3,13858.35,3,4,3,343,Loyal
2115,142,1,3846.6,1,1,2,112,At Risk
2119,50,8,470140.60000000003,3,5,5,355,Loyal
2123,107,1,1614.15,2,1,1,211,At Risk
2124,2,2,7695.0,5,3,2,532,Potential Loyalist
2125,6,7,51102.3,5,5,4,554,Champions
2126,53,1,2326.4,3,1,1,311,Others
2127,34,7,301526.2,4,5,5,455,Loyal
2130,104,1,6914.4,2,1,2,212,At Risk
2132,63,3,133535.55,3,4,5,345,Loyal
2133,158,1,10328.0,1,1,3,113,At Risk
2134,107,3,91321.2,2,4,5,245,Loyal
2135,167,1,725.4,1,1,1,111,At Risk
2136,23,2,2942.4,4,3,1,431,Potential Loyalist
2137,10,1,2328.0,5,1,1,511,Potential Loyalist
2140,91,2,25572.0,2,3,4,234,At Risk
2141,37,6,155560.34999999998,4,5,5,455,Loyal
2142,7,1,8503.4,5,1,2,512,Potential Loyalist
2143,37,8,151034.75,4,5,5,455,Loyal
2145,16,5,42986.450000000004,5,5,4,554,Champions
2148,136,1,6128.5,1,1,2,112,At Risk
2152,15,2,21124.35,5,3,3,533,Potential Loyalist
2153,38,5,236137.95,4,5,5,455,Loyal
2155,20,2,77794.65,5,3,5,535,Potential Loyalist
2157,106,2,6020.4,2,3,2,232,At Risk
2158,11,5,75985.9,5,5,4,554,Champions
2159,4,3,116787.15,5,4,5,545,Champions
2160,107,1,532.8,2,1,1,211,At Risk
2161,175,1,7600.95,1,1,2,112,At Risk
2163,28,4,15773.75,4,5,3,453,Loyal
2164,103,4,26831.05,2,5,4,254,Loyal
2168,177,1,7332.0,1,1,2,112,At Risk
2170,12,5,23321.95,5,5,4,554,Champions
2172,105,2,147580.5,2,3,5,235,At Risk
2173,14,3,3329.2,5,4,1,541,Loyal
2175,46,2,63046.3,4,3,4,434,Potential Loyalist
2176,27,9,412898.1,4,5,5,455,Loyal
2178,41,4,111907.25,4,5,5,455,Loyal
2180,8,3,21744.15,5,4,3,543,Loyal
2181,24,1,850.25,4,1,1,411,Potential Loyalist
2186,87,2,3343.1,2,3,1,231,At Risk
2187,11,5,50103.200000000004,5,5,4,554,Champions
2188,80,2,7566.0,3,3,2,332,Others
2189,140,2,29887.5,1,3,4,134,At Risk
2192,77,4,12873.8,3,5,3,353,Loyal
2193,105,3,39924.6,2,4,4,244,Loyal
2194,65,1,31998.85,3,1,4,314,Others
2195,79,5,15412.7,3,5,3,353,Loyal
2196,105,1,1232.5,2,1,1,211,At Risk
2197,53,1,14172.9,3,1,3,313,Others
2199,59,3,79292.0,3,4,5,345,Loyal
2200,14,3,48314.7,5,4,4,544,Loyal
2202,26,3,54333.8,4,4,4,444,Loyal
2203,110,1,2636.8,1,1,1,111,At Risk
2204,144,1,3106.0,1,1,1,111,At Risk
2205,77,1,136799.0,3,1,5,315,Others
2207,70,1,69142.0,3,1,4,314,Others
2210,29,5,335220.0,4,5,5,455,Loyal
2213,5,6,15836.45,5,5,3,553,Loyal
2215,106,1,1397.7,2,1,1,211,At Risk
2217,49,5,109779.55,4,5,5,455,Loyal
2218,29,3,96939.29999999999,4,4,5,445,Loyal
2219,102,2,23021.4,2,3,4,234,At Risk
2222,19,2,42875.399999999994,5,3,4,534,Potential Loyalist
2226,40,6,25848.6,4,5,4,454,Loyal
2227,102,3,48897.55,2,4,4,244,Loyal
2229,91,2,68641.79999999999,2,3,4,234,At Risk
2230,95,1,43684.8,2,1,4,214,At Risk
2231,28,2,69485.0,4,3,4,434,Potential Loyalist
2232,3,3,9948.1,5,4,3,543,Loyal
2233,59,2,4462.5,3,3,2,332,Others
2237,101,3,40210.35,2,4,4,244,Loyal
2238,165,2,7626.15,1,3,2,132,At Risk
2239,64,3,75042.6,3,4,4,344,Loyal
2240,51,1,1399.35,3,1,1,311,Others
2241,26,4,131528.8,4,5,5,455,Loyal
2243,70,1,6400.8,3,1,2,312,Others
2244,33,3,2598.4,4,4,1,441,Loyal
2245,3,4,3757.4,5,5,2,552,Loyal
2246,22,1,1947.0,5,1,1,511,Potential Loyalist
2247,15,2,170069.35,5,3,5,535,Potential Loyalist
2248,99,1,2950.7,2,1,1,211,At Risk
2251,68,1,116723.2,3,1,5,315,Others
2253,64,1,65204.1,3,1,4,314,Others
2256,30,5,93318.79999999999,4,5,5,455,Loyal
2257,34,2,9890.1,4,3,3,433,Potential Loyalist
2258,150,1,583.3,1,1,1,111,At Risk
2259,48,1,12056.0,4,1,3,413,Potential Loyalist
2260,102,1,10794.0,2,1,3,213,At Risk
2262,88,2,3124.25,2,3,1,231,At Risk
2263,30,7,157491.2,4,5,5,455,Loyal
2265,165,1,4012.8,1,1,2,112,At Risk
2267,103,1,476.9,2,1,1,211,At Risk
2270,178,1,7906.7,1,1,2,112,At Risk
2272,102,2,14275.0,2,3,3,233,At Risk
2274,11,2,3986.2,5,3,2,532,Potential Loyalist
2275,53,8,234939.1,3,5,5,355,Loyal
2276,104,3,23401.35,2,4,4,244,Loyal
2277,57,2,10602.0,3,3,3,333,Others
2279,83,3,78895.15,3,4,5,345,Loyal
2280,22,3,57436.1,5,4,4,544,Loyal
2281,46,3,120777.4,4,4,5,445,Loyal
2282,103,2,29536.0,2,3,4,234,At Risk
2283,94,1,11957.8,2,1,3,213,At Risk
2285,19,7,26506.7,5,5,4,554,Champions
2287,33,4,328918.8,4,5,5,455,Loyal
2288,126,1,169468.8,1,1,5,115,At Risk
2289,108,1,22559.0,1,1,3,113,At Risk
2290,150,1,2683.8,1,1,1,111,At Risk
2292,6,2,16279.6,5,3,3,533,Potential Loyalist
2293,6,1,167458.4,5,1,5,515,Potential Loyalist
2294,12,2,5708.55,5,3,2,532,Potential Loyalist
2295,34,1,26984.75,4,1,4,414,Potential Loyalist
2296,34,5,121285.9,4,5,5,455,Loyal
2298,19,5,14339.05,5,5,3,553,Loyal
2299,107,1,1320.5,2,1,1,211,At Risk
2302,103,2,6150.0,2,3,2,232,At Risk
2303,58,2,3196.35,3,3,1,331,Others
2305,170,2,118202.7,1,3,5,135,At Risk
2307,63,2,7088.200000000001,3,3,2,332,Others
2309,134,1,7438.4,1,1,2,112,At Risk
2310,61,1,9292.8,3,1,2,312,Others
2311,160,1,2106.0,1,1,1,111,At Risk
2312,131,1,37638.0,1,1,4,114,At Risk
2313,67,1,4180.3,3,1,2,312,Others
2317,5,2,17508.0,5,3,3,533,Potential Loyalist
2318,3,1,7089.85,5,1,2,512,Potential Loyalist
2319,161,1,4175.2,1,1,2,112,At Risk
2320,80,1,1140.8,3,1,1,311,Others
2321,107,2,145341.3,2,3,5,235,At Risk
2322,48,3,12368.55,4,4,3,443,Loyal
2323,26,4,30365.35,4,5,4,454,Loyal
2325,106,1,3231.7,2,1,1,211,At Risk
2326,35,1,2687.4,4,1,1,411,Potential Loyalist
2327,104,1,4210.4,2,2,2,222,At Risk
2328,14,2,13049.1,5,3,3,533,Potential Loyalist
2329,103,5,46447.5,2,5,4,254,Loyal
2330,126,1,7318.8,1,2,2,122,At Risk
2331,61,8,328445.55,3,5,5,355,Loyal
2333,23,2,9117.6,4,3,2,432,Potential Loyalist
2334,38,2,5350.9,4,3,2,432,Potential Loyalist
2335,79,1,195792.15,3,2,5,325,Others
2336,125,1,12552.3,1,2,3,123,At Risk
2337,176,1,7210.0,1,2,2,122,At Risk
2338,19,2,3885.8500000000004,5,3,2,532,Potential Loyalist
2339,151,2,6417.6,1,3,2,132,At Risk
2341,19,1,2432.0,5,2,1,521,Potential Loyalist
2342,28,2,169334.95,4,3,5,435,Potential Loyalist
2343,35,2,13669.5,4,3,3,433,Potential Loyalist
2345,66,1,142.4,3,2,1,321,Others
2346,65,1,211526.4,3,2,5,325,Others
2349,4,6,49751.4,5,5,4,554,Champions
2351,16,3,165920.1,5,4,5,545,Champions
2352,55,1,4245.6,3,2,2,322,Others
2353,7,2,14497.949999999999,5,3,3,533,Potential Loyalist
2354,10,5,59073.2,5,5,4,554,Champions
2356,136,1,1078.65,1,2,1,121,At Risk
2357,19,2,112717.95000000001,5,3,5,535,Potential Loyalist
2360,22,2,5689.1,5,3,2,532,Potential Loyalist
2361,18,1,1472.8,5,2,1,521,Potential Loyalist
2362,54,2,7179.15,3,3,2,332,Others
2363,146,1,10208.0,1,2,3,123,At Risk
2364,17,1,31730.4,5,2,4,524,Potential Loyalist
2365,105,2,18936.3,2,3,3,233,At Risk
2366,147,1,10235.7,1,2,3,123,At Risk
2369,35,1,7162.2,4,2,2,422,Potential Loyalist
2371,13,1,78820.2,5,2,5,525,Potential Loyalist
2373,103,1,193.8,2,2,1,221,At Risk
2374,48,1,2598.0,4,2,1,421,Potential Loyalist
2378,14,1,4360.5,5,2,2,522,Potential Loyalist
2379,96,1,8139.0,2,2,2,222,At Risk
2380,38,4,28199.45,4,5,4,454,Loyal
2381,5,5,59639.700000000004,5,5,4,554,Champions
2384,49,3,13826.65,4,4,3,443,Loyal
2385,52,5,78086.4,3,5,5,355,Loyal
2386,175,1,3875.15,1,2,2,122,At Risk
2387,35,2,4931.4,4,3,2,432,Potential Loyalist
2388,44,4,14148.35,4,5,3,453,Loyal
2389,78,3,8508.45,3,4,2,342,Loyal
2391,41,2,46748.45,4,3,4,434,Potential Loyalist
2393,58,8,68994.0,3,5,4,354,Loyal
2394,102,1,3531.75,2,2,1,221,At Risk
2395,3,4,13684.2,5,5,3,553,Loyal
2396,16,5,74068.59999999999,5,5,4,554,Champions
2397,93,1,2460.0,2,2,1,221,At Risk
2398,164,1,3360.0,1,2,1,121,At Risk
2399,75,4,67010.65,3,5,4,354,Loyal
2400,73,2,132523.4,3,3,5,335,Others
2404,151,3,10967.900000000001,1,4,3,143,Loyal
2405,53,1,2786.4,3,2,1,321,Others
